[18:39:40] [ServerMain/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[18:39:41] [ServerMain/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[18:39:41] [ServerMain/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[18:39:41] [ServerMain/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[18:39:41] [ServerMain/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[18:39:41] [ServerMain/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[18:39:41] [ServerMain/INFO]: Reloading ResourceManager: Default
[18:39:42] [Worker-Main-2/INFO]: Loaded 7 recipes
[18:39:43] [Worker-Main-2/INFO]: Loaded 1141 advancements
[18:39:46] [Server thread/INFO]: Starting minecraft server version 1.18.1
[18:39:46] [Server thread/INFO]: Loading properties
[18:39:46] [Server thread/INFO]: Default game type: SURVIVAL
[18:39:46] [Server thread/INFO]: Generating keypair
[18:39:47] [Server thread/INFO]: Starting Minecraft server on *:25565
[18:39:47] [Server thread/INFO]: Using epoll channel type
[18:39:47] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[18:39:47] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[18:39:47] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[18:39:47] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[18:39:47] [Server thread/INFO]: Preparing level "world"
[18:40:34] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:35] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:35] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:36] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:36] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:37] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:37] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:40] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:40] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:41] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:41] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:42] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:42] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:43] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:43] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:44] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:45] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:45] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:45] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:46] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:46] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:47] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:47] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:48] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:48] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:50] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:50] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:51] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:51] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:52] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:52] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:53] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:53] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:54] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:54] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:55] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:55] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:56] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:56] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:57] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:57] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:58] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:58] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:59] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:40:59] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:00] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:00] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:01] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:01] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:02] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:02] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:03] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:03] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:04] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:04] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:05] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:05] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:06] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:06] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:07] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:07] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:08] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:08] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:09] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:09] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:10] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:10] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:11] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:11] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:12] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:12] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:13] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:13] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:14] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:14] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:15] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:15] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:16] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:16] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:17] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:17] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:18] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:19] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:19] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:20] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:20] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:21] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:21] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:22] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:22] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:23] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:23] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:24] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:24] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:25] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:25] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:26] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:26] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:27] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:27] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:28] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:28] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:29] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:29] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:30] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:31] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:31] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:32] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:32] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:33] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:33] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:34] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:34] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:35] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:35] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:36] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:36] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:37] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:37] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:38] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:39] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:40] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:40] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:41] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:41] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:42] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:42] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:43] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:43] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:44] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:44] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:45] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:45] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:46] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:46] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:47] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:47] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:48] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:48] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:49] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:50] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:50] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:51] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:51] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:52] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:52] [Worker-Main-2/INFO]: Preparing spawn area: 0%
[18:41:53] [Worker-Main-2/INFO]: Preparing spawn area: 1%
[18:41:53] [Worker-Main-2/INFO]: Preparing spawn area: 2%
[18:41:55] [Worker-Main-2/INFO]: Preparing spawn area: 3%
[18:41:55] [Worker-Main-2/INFO]: Preparing spawn area: 3%
[18:41:55] [Worker-Main-2/INFO]: Preparing spawn area: 3%
[18:41:55] [Worker-Main-2/INFO]: Preparing spawn area: 3%
[18:41:59] [Worker-Main-2/INFO]: Preparing spawn area: 8%
[18:41:59] [Worker-Main-2/INFO]: Preparing spawn area: 8%
[18:41:59] [Worker-Main-2/INFO]: Preparing spawn area: 8%
[18:41:59] [Worker-Main-2/INFO]: Preparing spawn area: 8%
[18:41:59] [Worker-Main-2/INFO]: Preparing spawn area: 9%
[18:41:59] [Worker-Main-2/INFO]: Preparing spawn area: 9%
[18:41:59] [Worker-Main-2/INFO]: Preparing spawn area: 9%
[18:41:59] [Worker-Main-2/INFO]: Preparing spawn area: 15%
[18:42:03] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[18:42:03] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[18:42:03] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[18:42:03] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[18:42:03] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[18:42:03] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[18:42:03] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[18:42:03] [Worker-Main-2/INFO]: Preparing spawn area: 36%
[18:42:04] [Worker-Main-2/INFO]: Preparing spawn area: 42%
[18:42:06] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[18:42:06] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[18:42:06] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[18:42:06] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[18:42:06] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[18:42:07] [Worker-Main-2/INFO]: Preparing spawn area: 59%
[18:42:08] [Worker-Main-2/INFO]: Preparing spawn area: 69%
[18:42:08] [Worker-Main-2/INFO]: Preparing spawn area: 69%
[18:42:08] [Worker-Main-2/INFO]: Preparing spawn area: 69%
[18:42:11] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[18:42:11] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[18:42:11] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[18:42:11] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[18:42:11] [Worker-Main-2/INFO]: Preparing spawn area: 78%
[18:42:11] [Worker-Main-2/INFO]: Preparing spawn area: 80%
[18:42:12] [Worker-Main-2/INFO]: Preparing spawn area: 86%
[18:42:12] [Worker-Main-2/INFO]: Preparing spawn area: 87%
[18:42:13] [Worker-Main-2/INFO]: Preparing spawn area: 89%
[18:42:14] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[18:42:14] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[18:42:14] [Worker-Main-2/INFO]: Preparing spawn area: 90%
[18:42:18] [Server thread/INFO]: Time elapsed: 138697 ms
[18:42:18] [Server thread/INFO]: Done (151.033s)! For help, type "help"
[18:42:49] [Server thread/INFO]: BoredPepper[/27.34.22.179:59401] logged in with entity id 386 at (10.5, 65.0, -0.5)
[18:42:49] [Server thread/INFO]: BoredPepper joined the game
[18:42:53] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2004ms or 40 ticks behind
[18:44:00] [Server thread/INFO]: <BoredPepper> ps
[18:44:16] [Server thread/INFO]: TheObligedDipta[/60.243.95.103:63525] logged in with entity id 920 at (10.5, 67.0, -5.5)
[18:44:16] [Server thread/INFO]: TheObligedDipta joined the game
[18:44:40] [Server thread/INFO]: <BoredPepper> kalo
[18:44:43] [Server thread/INFO]: <TheObligedDipta> bahlo
[18:45:18] [Server thread/INFO]: TheObligedDipta lost connection: Disconnected
[18:45:18] [Server thread/INFO]: TheObligedDipta left the game
[18:48:34] [Server thread/INFO]: BoredPepper has made the advancement [Stone Age]
[18:49:20] [Server thread/INFO]: BoredPepper has made the advancement [Getting an Upgrade]
[18:52:48] [Server thread/INFO]: BoredPepper has made the advancement [Sweet Dreams]
[18:59:24] [Server thread/INFO]: BoredPepper has made the advancement [Acquire Hardware]
[18:59:31] [Server thread/INFO]: BoredPepper has made the advancement [Isn't It Iron Pick]
[19:00:18] [Server thread/INFO]: Kailash [/190.2.131.204:50248] logged in with entity id 4401 at (6.5, 65.0, 0.5)
[19:00:18] [Server thread/INFO]: Kailash  joined the game
[19:05:33] [Server thread/INFO]: BoredPepper has made the advancement [Monster Hunter]
[19:08:20] [Server thread/INFO]: Kailash  lost connection: Disconnected
[19:08:20] [Server thread/INFO]: Kailash  left the game
[19:08:30] [Server thread/INFO]: Kailash [/190.2.131.204:51070] logged in with entity id 6691 at (139.73383017287128, 63.0, -148.92767141967676)
[19:08:30] [Server thread/INFO]: Kailash  joined the game
[19:09:09] [Server thread/INFO]: Kailash  lost connection: Disconnected
[19:09:09] [Server thread/INFO]: Kailash  left the game
[19:09:39] [Server thread/INFO]: Kailash [/136.232.19.2:24898] logged in with entity id 6926 at (142.14148622458654, 69.0, -126.99738379894947)
[19:09:39] [Server thread/INFO]: Kailash  joined the game
[19:11:32] [Server thread/INFO]: Kailash  has made the advancement [Stone Age]
[19:11:58] [Server thread/INFO]: Kailash  has made the advancement [Getting an Upgrade]
[19:16:46] [Server thread/INFO]: BoredPepper has made the advancement [Not Today, Thank You]
[19:19:13] [Server thread/INFO]: Kailash  has made the advancement [Sweet Dreams]
[19:19:21] [Server thread/INFO]: BoredPepper lost connection: Disconnected
[19:19:21] [Server thread/INFO]: BoredPepper left the game
[19:19:24] [Server thread/INFO]: BoredPepper[/27.34.22.179:45618] logged in with entity id 10661 at (182.97016669438236, -46.0, -44.56242825530158)
[19:19:24] [Server thread/INFO]: BoredPepper joined the game
[19:20:54] [Server thread/INFO]: Rudeje11yfish[/136.232.19.2:31361] logged in with entity id 11004 at (2.5, 68.0, -8.5)
[19:20:54] [Server thread/INFO]: Rudeje11yfish joined the game
[19:23:13] [Server thread/INFO]: Rudeje11yfish has made the advancement [Stone Age]
[19:24:11] [Server thread/INFO]: Rudeje11yfish has made the advancement [Getting an Upgrade]
[19:29:03] [Server thread/INFO]: Rudeje11yfish has made the advancement [Isn't It Iron Pick]
[19:32:08] [Server thread/INFO]: Kailash  was shot by Skeleton
[19:33:23] [Server thread/INFO]: Rudeje11yfish has made the advancement [Diamonds!]
[19:33:30] [Server thread/INFO]: BoredPepper has made the advancement [Diamonds!]
[19:36:04] [Server thread/INFO]: Rudeje11yfish has made the advancement [Acquire Hardware]
[19:37:00] [Server thread/INFO]: Kailash  has made the advancement [Acquire Hardware]
[19:37:21] [Server thread/INFO]: Kailash  has made the advancement [Isn't It Iron Pick]
[19:40:44] [Server thread/INFO]: BoredPepper has made the advancement [Suit Up]
[19:41:48] [Server thread/INFO]: Kailash  has made the advancement [Diamonds!]
[19:45:38] [Server thread/INFO]: Rudeje11yfish has made the advancement [Suit Up]
[19:48:06] [Server thread/INFO]: Rudeje11yfish has made the advancement [Monster Hunter]
[19:52:00] [Server thread/INFO]: Kailash  was blown up by Creeper
[20:06:09] [Server thread/INFO]: Kailash  has made the advancement [Monster Hunter]
[20:06:15] [Server thread/INFO]: Kailash  was slain by Zombie
[20:06:48] [Server thread/INFO]: Kailash  has made the advancement [Suit Up]
[20:33:11] [Server thread/INFO]: BoredPepper has made the advancement [Cover Me with Diamonds]
[20:33:17] [Server thread/INFO]: Kailash  has made the advancement [Cover Me with Diamonds]
[20:33:21] [Server thread/INFO]: Rudeje11yfish has made the advancement [Cover Me with Diamonds]
[20:34:04] [Server thread/INFO]: Rudeje11yfish has made the advancement [Sweet Dreams]
[20:34:21] [Server thread/INFO]: BoredPepper lost connection: Disconnected
[20:34:21] [Server thread/INFO]: BoredPepper left the game
[20:34:39] [Server thread/INFO]: Rudeje11yfish lost connection: Disconnected
[20:34:39] [Server thread/INFO]: Rudeje11yfish left the game
